item_id,playtime_forever
4520,6374
4530,5677
4540,524421
4550,1013499
4560,1985401
4570,735239
4580,1866527
4600,1074
4700,5036993
4720,45303
4730,355
4760,3007902
4770,90007
4790,0
4800,23065
4830,5005
4850,46090
4870,12213
4880,5805
4890,20408
4900,154
4920,6251196
6000,658701
6010,16976
6020,1311524
6030,389483
6040,8368
6060,5245912
6080,22848
6090,613
6100,16663
6120,85228
6200,42986
6210,8226
6220,42551
6250,68143
6270,2910
6290,5496
6300,20235
6310,52000
6330,56382
6340,909
6350,22371
6370,18126
6400,24380
6420,30797
6510,43388
6550,66775
6570,2737
6600,3348
6800,31800
6810,10304
6820,786
6830,44271
6840,19849
6850,160569
6860,1257933
6870,27000
6880,193652
6900,79954
6910,565873
6920,40121
6980,136379
7000,69456
7010,2262
7020,8897
7060,4438
7110,72176
7200,292687
7210,12130
7220,13314
7250,72
7260,2113
7340,0
7400,905
7420,0
7440,2
7450,2203
7470,7813
7500,37186
7510,88039
7520,523620
7530,11964
7600,213960
7610,15391
7620,823
7650,49836
7660,69638
7670,2681563
7730,8792
7740,13972
7760,182863
7770,7370
7780,15
7800,11342
7810,3121
7830,399606
7840,2761
7850,10856
7860,21753
7870,21869
7880,5562
7900,395
7910,4175
7940,2434495
7970,4604
7980,255
7990,344
8000,99745
8010,0
8040,10583
8060,25635
8080,35063
8100,4343
8140,104622
8160,2232
8170,218182
8190,13358169
8200,48324
8210,30332
8220,19672
8240,18682
8250,15318
8260,25837
8270,16853
8280,20409
8290,15598
8300,16991
8310,1462
8320,624
8330,330
8340,14929
8350,10446
8360,6173
8370,4890
8380,3374
8400,73917
8500,5696248
8600,432050
8620,0
8640,73954
8650,75211
8660,970
8690,73921
8790,1999
8800,931628
8840,0
8850,1455920
8870,7548005
8880,33893
8890,12938
8930,81187409
8970,3991
8980,11382070
9000,3328
9010,102518
9030,8795
9040,9254
9050,195025
9060,13406
9070,23284
9160,8075
9180,18266
9200,1403529
9310,292769
9340,817375
9350,365521
9400,22892
9420,2185935
9450,3647159
9460,98648
9480,3230553
9500,12279
9710,1820
9730,1432
9740,10668
9760,11466
9800,14722
9850,6806
9860,66122
9870,92982
9880,2015448
9900,7393345
9930,1014125
9940,41488
9960,359
9970,767
9980,3976
9990,2083
10000,62685
10040,0
10080,2848
10090,7469618
10100,1250
10110,3689
10120,847
10130,38111
10140,9183
10150,745038
10170,40099
10180,5484170
10190,37930838
10220,75183
10230,844
10240,1679
10250,803
10260,2334
10270,13664
10400,42
10410,0
10420,0
10430,46774
10440,0
10460,1433
10470,0
10480,229
10490,0
10500,9847997
10510,0
10520,0
10530,9836
10540,358261
10560,0
10590,6472
10630,0
10650,3013
10660,380
10680,1463987
10690,3922
10700,589
11020,1173954
11040,7558
11050,3609
11060,3722
11120,1663
11130,3404
11140,8630
11150,6543
11170,49974
11180,2413
11190,17658
11200,57241
11230,7970
11240,16388
11250,7245
11260,16490
11280,39934
11330,13461
11340,9474
11360,6626
11370,4185
11390,46077
11420,28934
11440,23856
11450,395468
11480,13122
11500,24579
11520,21866
11550,3913
11560,5413
11590,19552
11610,2962075
11900,8809
11920,2753
12100,303027
12110,806531
12120,3179624
12130,8101
12140,281759
12150,196411
12160,30583
12170,14976
12180,8494
12190,0
12200,1391394
12210,12877829
12220,4094053
12230,21510
12240,50543
12250,423767
12260,115
12300,0
12310,199
12320,73458
12330,28425
12340,7749
12360,160627
12370,42109
12380,3126
12390,869
12400,0
12420,1635
12430,3404
12440,1864
12450,1942
12460,8915
12470,37020
12480,73141
12500,128018
12510,31289
12520,24599
12530,3628
12540,508
12550,211
12560,999
12570,48
12580,2559
12590,7472
12600,533
12630,1036
12640,10607
12650,0
12660,30
12670,1
12690,5189
12710,298355
12750,732888
12770,15112
12790,14430
12800,134131
12810,569386
12830,198070
12840,458134
12860,55448
12900,1723847
13000,2236
13140,686240
13200,24571
13210,656172
13230,345093
13240,205360
13250,24018
13500,39846
13510,31957
13520,325754
13530,30456
13540,22487
13560,78629
13570,133299
13580,59350
13600,62683
13620,5408
13630,5055
13640,16619
13700,5382
15000,5006
15060,2385
15080,3728
15100,872567
15120,376722
15130,50131
15140,254
15150,1989
15160,61001
15170,361366
15190,55518
15200,39161
15210,80430
15220,2267
15230,6513
15240,14365
15270,1842
15280,209
15290,340
15300,41216
15310,23110
15320,192807
15330,0
15350,0
15370,142049
15380,20611
15390,73310
15400,12273
15500,34115
15520,106152
15540,35418
15560,30932
15620,6025640
15700,264055
15710,151985
15740,62836
15750,104162
15800,0
15900,346
15910,793
15920,5565
15930,3892
15940,27
15950,3050
15960,5004
15970,4197
15980,516
15990,4793
16000,1371
16020,3
16030,2339
16040,2969
16060,27
16090,1
16100,3572
16110,13777
16120,39142
16130,24592
16180,10963
16200,3246
16300,3232
16450,521546
16480,0
16500,22
16600,95057
16620,7581
16700,28967
16710,3350
16720,24859
16730,47142
16810,121534
17020,1608602
17080,3025431
17100,54424
17120,19447
17140,15390
17180,912
17300,925661
17330,182503
17340,46380
17390,3394422
17400,2595
17410,2853510
17420,0
17430,516886
17440,278044
17450,2543823
17460,2868121
17470,928770
17480,1558393
17570,609663
17580,66729
17600,1126
17710,367115
17800,4273
17810,4953
18000,70427
18020,48266
18040,58301
18050,32188
18070,28269
18100,681
18110,61877
18120,5688
18300,23125
18400,38331
18420,8048
18430,0
18450,1505
18460,1466
18470,2227
18480,677
18490,3212
18500,1234477
18600,21485
18700,35616
18820,45139
19000,23858
19020,1885
19030,2467
19080,106
19090,6032
19200,8700
19320,456
19500,1552
19680,363442
19800,33006
19810,17
19830,51799
19840,81
19900,1171876
19930,58535
19980,41004
19990,230
20200,692
20400,0
20500,1202760
20510,504909
20530,116023
20540,1471749
20550,39530
20570,3291756
20700,9516
20710,4947
20820,54286
20840,248075
20900,2473796
20920,4834385
21000,168546
21010,7717
21030,3138
21070,0
21080,6339
21090,345944
21100,722895
21110,59681
21120,63877
21130,192788
21170,342948
21300,714
21400,1058
21500,185
21600,4868
21610,5976
21640,3594
21660,361732
21670,23189
21680,15171
21690,1016871
21730,1536
21750,308
21760,51133
21780,23929
21800,43737
21900,57006
21910,137675
21920,2805
21950,1017
21970,1267453
21980,107812
21990,345
22000,255074
22100,1400595
22120,92120
22130,155429
22140,19380
22180,93070
22200,130295
22230,228501
22300,2122889
22310,9943
22320,1592749
22330,5131892
22340,41815
22350,934656
22370,5703979
22380,34028306
22450,34576
22490,301390
22500,15377
22600,840005
22610,43436
22650,32010
22670,9344
23100,8001
23120,20615
23130,24
23140,2073
23150,732
23200,8369
23300,6750
23310,543478
23360,6368
23380,24706
23390,7545
23400,46127
23420,32630
23440,74
23450,91253
23460,5627
23490,379668
23500,17693
23510,1163
23530,75790
23600,5420
23700,30496
24010,1347749
24120,508
24130,520
24140,3355
24150,1
24170,68752
24210,442
24220,249
24240,8896513
24400,107726
24410,3534
24420,33983
24460,7688
24470,40677
24480,47935
24500,4159
24600,4207
24620,25
24630,13850
24640,2968
24650,1592
24660,32146
24670,132450
24720,1514506
24740,2113222
24760,41
24780,1351720
24790,554589
24800,809445
24810,351763
24820,116
24830,1483
24840,163702
24850,4383
24860,1015412
24870,198423
24960,13826167
24980,4347240
25000,350607
25010,19104
25500,92144
25600,9789
25620,13501
25700,73762
25800,768140
25830,53872
25840,982
25850,43655
25860,73718
25870,85
25890,1438961
25900,246553
25910,178448
25920,0
25930,27049
25940,1104
25980,148538
25990,24353
26000,24297
26300,198
26500,61537
26800,342436
26900,49966
27000,17509
27020,1748
27050,1437
27200,1779
27220,29153
27300,7310
27330,1127
27400,3506
27600,16
27800,330
27810,593
27900,3236
27920,7924
27940,15404
28000,93154
28050,4501722
29110,1
29120,8576
29130,2998
29140,3394
29150,3416
29160,1997
29180,76753
29500,51834
29520,4
29530,2328
29550,0
29640,39064
29650,116170
29680,9662
29720,292612
29800,82757
29900,9841
31100,21867
31110,9482
31120,8021
31130,11101
31170,47705
31180,29734
31190,25317
31200,27566
31210,20916
31220,56529
31230,36169
31240,32425
31250,28727
31260,21802
31270,60427
31280,1942000
31290,100048
31300,35
31410,101473
31500,1633
31700,27392
31800,785
31810,1712
31820,2202
31830,4800
31840,1398
31850,2428
31860,1735
31870,427
31880,1131
31890,1613
31900,850
31910,1588
31920,2564
31930,2211
31980,1173
32000,177
32110,1691
32120,4598
32130,326
32140,1634
32150,18929
32160,22573
32200,16041
32310,3600
32330,29407
32340,4303
32350,65949
32360,127978
32370,2866191
32380,69225
32390,24744
32400,67959
32410,998
32420,50969
32430,700696
32440,607700
32450,135842
32460,67538
32470,1907677
32500,417699
32510,325889
32610,1214
32620,1540
32630,703
32640,911
32650,93
32660,1346
32670,3265
32680,8977
32690,7394
32700,110
32710,26
32720,2487
32730,329
32740,136
32750,497
32760,7349
32770,1196
32800,820602
32900,12800
33100,4662
33110,4481
33120,25409
33130,9873
33180,16915
33210,73084
33220,774823
33230,3179456
33250,8583
33260,11086
33270,99
33280,24811
33320,65023
33340,136256
33350,12858
33390,248
33420,78881
33440,545162
33460,502397
33500,11599
33510,2117
33520,19973
33530,32318
33540,840
33550,17
33570,28728
33580,5642
33600,13697
33610,12745
33620,11079
33650,22398
33660,369
33670,73459
33680,19085
33700,0
33710,0
33720,0
33730,18988
33740,1774
33750,4416
33760,0
33770,10839
33780,55
33790,364
33900,414543
33910,4094411
33930,39911210
33950,3668
33980,4191
33990,833
34000,645347
34010,233088
34030,5663375
34180,140
34190,41674
34220,694033
34270,294160
34330,14989608
34410,10169
34420,1617
34440,58652
34450,2297
34460,69240
34500,4790
34600,114510
34630,1816
34640,2183
34650,3980
34670,754
34800,2210
34810,3034
34820,13701
34830,477700
34860,1526
34870,508709
34900,329150
34920,4195
35000,75474
35010,162386
35030,98
35070,2770
35130,124974
35140,2803897
35300,485
35310,2272
35320,11281
35420,118937
35450,9154262
35460,57522
35470,35
35480,147671
35500,44994
35510,14456
35600,5856
35700,555983
35720,1402353
35800,74718
36000,25451
36100,680
36110,1394
36120,2330
36130,0
36140,0
36150,200
36160,1317
36170,3538
36180,1163
36190,546
36200,378
36210,7292
36240,103
36270,0
36280,0
36290,0
36300,880
36310,920
36320,0
36620,931601
36630,378567
36700,7081
36900,11
36910,69
37000,19115
37010,4884
37030,25395
37100,3414
37200,4024
37210,3271
37220,1910
37230,333
37240,2770
37250,457
37260,470
37270,3016
37280,2379
37290,3
37300,373
37310,821
37320,365
37330,102
37340,22
37350,113
37360,215
37370,48
37380,0
37390,896
37400,12494
37420,12978
37500,2466
37600,9568
37700,34587
37800,3859
37900,5881
37910,664
37920,177
37930,1059
37940,187
37950,49
37960,11166
37970,8490
37980,7685
37990,3890
38000,809
38010,174
38020,699
38030,11
38040,0
38050,1440
38060,14895
38070,373
38080,974
38090,166
38100,297
38110,9967
38120,2229
38130,4731
38140,3904
38150,364
38160,110
38170,7539
38180,1239
38190,146
38200,280
38210,828
38220,36138
38230,4426
38240,372
38400,358235
38410,378188
38420,85418
38430,9462
38440,15467
38450,322
38460,4240
38480,1880
38490,1298
38530,686
38600,286665
38700,74288
38720,98490
38740,79438
38830,249501
38900,26815
39000,391909
39110,2246
39120,7366445
39140,1499308
39150,723316
39160,289313
39190,91903
39200,108913
39210,7531031
39250,335
39260,2950
39300,0
39310,27
39320,2
39330,0
39350,0
39360,0
39370,7
39380,0
39500,64597
39510,79115
39520,4733
39530,83640
39540,79906
39550,70383
39560,12563
39600,926
39610,2
39620,521
39630,1428
39640,2258
39650,87391
39660,33891
39670,21663
39680,227691
39690,103325
39710,16
39800,285415
39900,38
40000,134512
40100,4442732
40200,484
40210,203
40300,194659
40320,3602
40330,9795
40340,2343
40350,4666
40370,22748
40380,20406
40390,281059
40400,206202
40420,7640
40500,3087
40700,148397
40720,6293
40800,2425549
40920,241943
40930,22725
40950,186836
40960,35932
40970,176133
40980,20233
40990,45113
41000,419246
41050,58353
41060,36362
41070,1499059
41100,46790
41210,135839
41300,319936
41400,159
41500,1750467
41600,2030
41660,89
41680,0
41700,1379811
41730,23723
41740,18186
41800,303770
41900,47421
42000,1696
42120,129842
42140,25745
42160,2466303
42170,84479
42200,1354
42210,2796
42220,3975
42230,2190
42500,35294
42640,126843
42650,322026
42660,5
42670,12543
42680,4865091
42690,25161489
42700,8616029
42710,24303252
42730,7871
42800,973
42810,3914
42820,123
42830,141
42850,146831
42870,1403
42890,45242
42910,6919430
42920,21507
42930,1904
42940,4081
42950,4417
42960,1793007
42980,13723
42990,111334
43000,71534
43100,23535
43110,2581873
43160,1929562
43190,31493
43500,6670
43600,1672
44000,560
44100,5158
44200,16755
44310,143507
44320,816099
44340,117095
44350,1309604
44360,86317
44600,2191
44620,73887
44630,73958
44650,73877
44660,73871
44670,73869
44680,73892
44690,5008
45000,131240
45100,161682
45300,246140
45400,49760
45410,11456
45450,38443
45500,24868
45700,292320
45710,5562
45720,8598
45730,1581
45740,822736
45750,125488
45760,3454546
45770,320881
45900,889
46000,8422
46200,594
46210,208
46220,152
46230,567
46250,6595
46260,43880
46270,5325
46280,4563
46290,8892
46320,2332
46330,20285
46340,14661
46350,908
46360,8807
46370,15773
46380,3228
46400,13097
46410,19273
46420,12637
46430,28484
46440,6420
46450,41324
46460,6861
46480,19137
46490,8132
46500,57241
46510,27833
46520,4780
46540,34344
46550,76107
46560,80541
46570,8634
46600,3320
46700,407
46710,346
46720,406
46730,1993
46740,175891
46750,13302
46760,582
46770,62823
46790,10559
46830,747
46840,145
46850,2852
47000,33924
47110,1026
47120,0
47130,310
47400,312864
47410,5751018
47500,2007
47520,635
47540,126469
47570,509
47700,208020
47730,2131
47780,631465
47790,426124
47800,50272
47810,3473565
47830,428959
47850,3183
47870,1196997
47890,6315551
47900,557938
47920,190881
48000,849626
48110,79585
48120,158946
48150,592
48160,10568
48180,71189
48190,2269190
48210,273185
48220,1515986
48240,2634106
48700,38905649
48720,2636132
48800,136566
48900,5480
48950,52817
49000,1062
49300,14823
49320,952
49330,19656
49400,234564
49470,934023
49520,79422022
49540,527270
49600,490778
49700,2136
49800,17816
49810,2972
49900,44706
50000,9676
50120,5229
50130,2792604
50300,1085976
50310,148162
50400,88
50510,7178
50620,1655803
50640,2434
50650,1999109
50800,640
50820,24400
50900,547
50910,3
50920,490
50930,200
50940,236
50950,109
50970,31
50980,183
50990,77
51000,926
51010,5327
51020,42
51030,0
51040,418
51060,1736
51100,1526545
55000,14143
55020,1149
55040,171571
55100,655016
55110,622521
55130,1237
55140,696042
55150,2097118
55190,1324
55210,0
55230,24327660
55370,11686
56400,8054160
57000,2840
57200,12651
57300,1418930
57400,1205743
57600,287902
57620,63524
57640,33562
57650,91420
57680,18090
57690,2826845
57700,3096
57730,31048
57740,325132
57800,7521
57900,656168
57970,11054
58200,13390
58230,19071
58300,5316
58400,5382
58510,110095
58520,389361
58540,161038
58550,31348
58560,9421
58570,6640
58610,522538
60340,7560
60350,3117
60600,1646
60700,2597
60800,16312
61000,17854
61010,10146
61100,19665
61220,1949
61230,131
61310,10977
61500,31293
61510,33840
61520,43926
61530,1090
61600,11557
61700,93621
61730,8665
62000,31630
62100,59884
63000,54124
63110,5100
63200,492473
63380,3161825
63500,92693
63600,9842
63610,16729
63620,92
63630,56
63640,220
63650,6892
63660,5291
63700,73076
63710,322789
63800,60397
63900,12602
63910,166778
63940,64790
63950,89347
63960,14832
64000,1422891
65070,1140
65080,1304
65100,6340
65200,992
65260,679
65270,35109
65300,188756
65400,2395
65500,4750
65530,24185
65540,36420
65560,14386
65600,18034
65610,3971
65700,71425
65710,521
65720,75494
65730,55232
65740,108587
65780,24707
65790,215775
65800,14790155
65930,593512
65950,83215
65980,2966420
67000,10944
67370,736645
70000,1147978
70100,133826
70110,109143
70120,86760
70200,12478
70210,23178
70300,205792
70400,550861
70420,33837
70500,3356
70600,222990
70620,32058
70640,4300
70650,3632
70660,12124
70900,62407
71000,73180
71230,12187
71240,5135
71250,172945
71260,7360
71270,2701100
71320,0
71340,728466
71390,81512
71420,27876
72000,42648
72200,1653751
72300,42702
72400,1445
72500,2029
72850,134851450
72900,10431
73000,0
73010,173848
73020,145415
73060,8188
73170,261187
73190,2629
73210,27716
73220,71829
73230,50106
78000,799162
80000,15572
80200,30658
80300,8361
80310,37759
80330,19835
80340,12668
80350,15214
80360,14851
90100,30686
90200,159300
90400,1101
90500,11277
90530,34979
90800,208
91100,40512
91200,172137
91310,10091205
91330,154939
91600,1402416
91700,594860
91800,4133
91810,7128
91900,114441
92000,50263
92100,56424
92200,2456
92210,5334
92220,3293
92300,51961
92400,750
92600,5304
92700,1561
92800,409306
92900,6877
93200,162558
94000,2079
94200,73723
94300,33564
94303,669
94304,0
94400,378367
94500,39272
94510,31611
94520,36173
94530,28207
94590,27119
94600,14585
94610,8920
94620,7756
95000,27154
95300,49105
95400,80734
95500,9043
95700,937
95900,47953
96000,66270
96100,131240
96200,49466
96300,161098
96400,226347
96800,47035
96900,13626
97000,298246
97100,311916
97110,9062
97120,5475
97130,7253
97330,1491926
98100,8304
98200,396450
98300,160345
98400,104904
98500,5842
98510,15278
98600,54783
98800,879957
98900,2890
99100,15837
99120,409
99200,2348
99300,54846
99400,2476
99410,670
99700,35061
99810,354795
99830,242300
99890,127442
99900,17159071
99910,426210
99920,2344
100400,6544
100410,63313
100970,20850
100980,11370
102200,42228
102400,2106
102500,1567219
102600,1162682
102700,285920
102810,8775
102820,148704
102840,179905
102850,22649
104000,30685
104020,4255
104100,2138
104200,102222
104600,46265
104700,1978255
104900,2173565
105000,18297
105100,5151
105200,0
105300,10839
105400,1091845
105420,11664
105430,1143819
105450,4895626
105600,152997644
105700,3166
105800,38674
106000,12699
106010,13319
107000,2372
107100,2050899
107200,1072168
107300,34682
107310,168481
107400,156544
107410,66163784
107430,66
107600,26385
107800,74800
107900,732369
108100,2532
108110,5450
108200,136194
108210,16271
108500,70702
108600,1733805
108700,44184
108710,993136
108800,1576484
109200,892
109400,1585240
109410,32517
109500,1455
109600,6402885
109700,4038
110400,11886
110500,74264
110600,1436
110610,758
110630,1226
110800,2094070
111000,1683
111010,1780
111100,28060
111300,1121
111400,35221
111600,34418
111800,137057
111900,92139
112100,62828
113020,1363844
113200,16209874
113400,14127582
113420,1562038
113900,29602
115100,220482
115110,168174
115120,95533
115200,8632
115210,13686
115220,7602
115320,740237
116100,9492
116120,2800
200010,295890
200020,168
200050,13741
200060,6338
200080,8178
200130,19990
200150,2978
200170,1280647
200190,3182
200210,19890305
200230,28656
200260,5220274
200330,171
200350,3469
200370,113817
200390,31607
200410,4556
200490,394
200510,14863200
200530,27024
200550,16856
200630,4472
200670,19893
200710,9008613
200900,364432
200910,76768
200940,57473
200960,16964
200980,3393
200990,1049
201000,4869
201010,11538
201020,315198
201040,11945
201070,3817
201190,42722
201210,127191
201230,683092
201280,151169
201290,289964
201310,576044
201330,19
201420,60780
201480,14251
201490,19328
201510,12913
201570,143062
201700,241119
201760,218887
201790,4249625
201810,2449892
201830,86920
201870,1415393
202070,8850
202090,1055141
202130,79189
202170,4725916
202200,299749
202270,46282
202310,51554
202370,416
202410,4931
202530,109929
202570,0
202670,1868
202690,19297
202710,159802
202730,9178
202750,169314
202860,6008
202970,2776571
202990,38209064
203140,5592883
203160,5376640
203210,49782
203250,62712
203290,1971835
203350,116215
203510,45083
203560,6454
203630,542690
203650,48383
203680,17446
203730,99993
203750,124887
203770,9734484
203810,81087
203830,30059
203850,92536
203990,10496
204030,925260
204060,63330
204080,351097
204100,2057192
204120,79780
204140,36636
204180,69472
204220,15536
204240,86992
204300,9708400
204340,188183
204360,6841780
204390,3889
204440,8496
204450,731797
204510,122
204530,141603
204560,14840
204580,181
204630,185619
204760,85
204840,5232
204860,24311
204880,3342331
204940,4731
204960,5693
205020,6420
205060,12490
205070,12389
205080,13296
205090,9483
205100,7414669
205180,1
205190,206738
205230,102476
205250,3640
205270,6328
205330,6268
205350,111084
205530,12071
205550,29099
205590,32179
205610,142507
205650,72290
205690,9875
205710,67711
205730,47629
205790,542747
205810,28187
205830,3696
205840,8035
205870,10243
205890,141403
205910,155476
205930,204423
205950,142992
205990,65562
206020,10121
206040,4835
206060,5222
206180,0
206190,767479
206210,1795758
206230,1400
206250,13374
206270,0
206370,42956
206410,4340
206420,12467573
206440,244537
206480,944527
206500,3210626
206610,65378
206690,41579
206740,5501
206760,4643
206940,0
206950,0
206960,0
206970,0
206980,56718
207000,1579
207020,9669
207040,12378
207060,54579
207080,140671
207140,3223685
207150,48280
207170,602248
207190,5932
207210,208109
207230,880338
207241,0
207250,86333
207320,50724
207350,149880
207370,16729
207380,19985
207400,31162
207420,44480
207430,63414
207490,148819
207530,14392
207570,17297
207610,4772973
207650,119612
207670,1147
207690,78272
207710,267
207730,4496
207750,71438
207790,5224
207890,2705700
207930,39809
208030,39520
208090,7326225
208110,3106
208140,1841730
208200,497279
208400,61477
208460,1248
208480,3944032
208500,599314
208520,246450
208580,2410974
208600,31356
208610,190326
208620,2113
208630,3280
208640,3650
208650,2064790
208670,43358
208710,6156
208730,120325
208750,79031
208860,2736
209000,3906449
209060,40592
209080,3396202
209100,88061
209120,154246
209160,787924
209170,4290701
209190,111037
209230,4753
209270,749169
209330,57030
209340,8723
209360,5201
209370,68070
209390,8712
209520,101211
209540,156422
209610,3150
209630,19019
209650,720305
209660,3790326
209670,319577
209690,21182
209710,122304
209730,25279
209750,1967
209790,20205
209830,45470
209850,2248
209870,10405595
209950,111753
210150,9337
210170,14304
210230,0
210350,4765
210390,1065
210410,420
210430,0
210490,1726
210550,33269
210770,2439262
210870,14637
210950,11681
210970,178137
210990,26651
211010,3926
211050,46467
211070,55
211120,202012
211140,1807
211160,80537
211180,11604
211260,89748
211280,9142
211340,52895
211360,56545
211380,2637
211400,300209
211420,14323979
211440,70266
211500,278174
211580,155107
211600,96063
211670,7544
211740,54799
211780,11801
211800,9501
211820,27758309
211880,687
211900,15054
211970,10124
212010,90375
212030,29855
212050,16379
212070,1515477
212110,16923
212160,3647842
212180,1454799
212200,1643219
212220,38883
212240,269
212370,13587
212390,216180
212410,19038
212480,973742
212500,2790373
212580,188507
212630,576921
212680,11214977
212700,20795
212780,51162
212800,382786
212910,9582187
213030,75354
213120,572713
213330,416442
213350,1102
213570,27
213610,372962
213650,199996
213670,3327742
213850,1821974
214100,16571
214130,15855
214150,10582
214170,45533
214190,266356
214210,28
214230,25690
214250,151098
214270,1389
214310,1105
214320,3633
214340,209028
214360,469161
214400,0
214420,592340
214490,962901
214510,541175
214550,61063
214560,1649822
214570,12758
214590,35092
214610,38248
214630,107407
214640,177857
214700,14720
214730,37510
214770,339799
214790,227479
214830,124316
214850,1681781
214870,130345
214910,40436
214950,17562888
214970,80947
215060,995
215080,1584799
215100,298851
215120,60262
215160,65077
215280,1659390
215374,1
215390,1447
215450,2888
215470,898836
215510,57565
215530,530600
215550,1338
215630,45200
215670,33055
215690,65371
215710,65184
215770,8528
215790,10059
215870,7358
215930,25036
216090,26484
216110,12475
216130,12479
216150,6083801
216210,33
216250,3082160
216260,912900
216290,5234
216370,672
216390,128656
216570,0
216610,0
216670,17022
216890,874926
216910,41380
216930,1137
217060,31268
217080,27407
217100,31229
217120,34
217140,137263
217200,286898
217270,2451
217290,9782
217490,115300
217690,60743
217750,49236
217790,15663
217860,14638
217920,23025
217980,27913
218020,3030
218040,26398
218060,317051
218090,66031
218130,323542
218170,108430
218210,15226
218230,40713146
218310,103765
218330,133084
218410,171025
218450,38335
218461,0
218470,227737
218510,21066
218620,98405781
218640,265186
218660,11675
218680,2565001
218700,1184
218740,62976
218820,220664
218860,12
218980,10871
219070,1514
219150,2658682
219190,33559
219200,45791
219340,45075
219540,1360104
219600,1234122
219640,18663348
219680,33539
219700,10497
219740,11771145
219760,9671
219780,235851
219800,20134
219830,1453483
219870,41990
219890,654068
219910,40766
219950,4761
219990,1631660
220050,145187
220090,33284
220160,1002373
220200,15509944
220240,12057825
220260,1631088
220420,273
220440,811055
220460,76654
220660,285748
220680,0
220700,1930339
220740,82477
220780,380119
220820,212977
220823,3
220824,2
220860,318647
220900,17930
220960,2678
220980,31
221020,507449
221040,1538603
221080,154870
221100,36032338
221180,20029
221200,1158
221220,182
221260,824459
221300,36118
221340,1350
221360,11223
221380,12512762
221430,73293
221540,140341
221560,11363
221640,1044083
221680,1294404
221790,11303
221810,104440
221830,8594
221910,1342757
222140,44206
222160,7160
222180,1721
222420,23133
222440,35083
222480,318370
222500,4
222520,485813
222640,17251
222660,30939
222710,85595
222730,541841
222750,1161398
222820,8986
222880,11201736
222900,1325959
222940,191065
222980,170379
223000,89048
223100,103544
223140,0
223220,89256
223280,5279
223330,2022
223390,194403
223410,21026
223430,26899
223450,2617
223470,2099876
223490,19799
223510,43129
223530,140682
223630,46350
223650,88080
223670,519126
223710,1090891
223730,21504
223750,264054
223810,53608
223830,334138
223850,203652
223870,32778
224040,1469
224060,639514
224220,59668
224260,7833880
224300,12294
224320,93875
224340,3011
224360,194
224380,18715
224420,245497
224440,54715
224460,42772
224480,618000
224500,586287
224540,7185297
224580,1381881
224600,3957858
224700,3634
224740,43145
224760,559260
224820,101094
224860,39142
224900,7723
224920,21632
224940,11551
224960,57743
224980,20156
225000,22339
225020,17709
225080,185333
225140,440385
225160,136372
225180,2670
225200,2165
225220,70486
225260,895788
225280,81229
225300,46179
225320,32868
225360,40267
225420,302489
225540,3531576
225600,533322
225640,185586
225760,715
225840,627007
226100,37711
226120,11081
226320,3836291
226560,20822
226580,181312
226620,183153
226700,8502649
226720,160350
226740,43234
226760,22159
226780,3386
226820,2413
226840,907853
226860,432933
226960,40397
226980,297784
227000,23781
227020,20663
227060,39754
227080,36817
227100,722996
227160,82052
227180,318512
227200,37771
